"A host of different types of <mark>information</mark> goods are available for free download from illegal file sharing sites. As far as price is concerned, no company can compete against \"free.\" Hence, managers, researchers, and policy makers are interested in determining factors other than price that might influence consumers' file sharing behavior. Moral consideration is one factor that might sway individuals to pay for files they could otherwise obtain for free. To help better understand how moral consideration works in the context of file sharing, this research examines how people form perceptions of the legality and ethicalness of downloading music files through file sharing. We propose that when people receive files in a more restrictive manner (e.g. streaming vs. downloading) they are less likely to recognize file sharing as being unethical or illegal. We conduct five studies to test our theory of restrictiveness. The results consistently indicate that consumers' perceptions of legality and ethicalness of file sharing are associated with restrictiveness of use. In particular, while file sharing with different levels of restrictiveness still transfers intellectual property from one individual to another, increased restrictiveness results in consumers being less likely to identify file sharing as being illegal or unethical. This in turn has a great impact on their actual engagement in the unauthorized file sharing activities. We find the relationships are significant even when controlling for several other elements such as gender, age, income, and prior knowledge about how and where to go on the internet to participate in file sharing."	ulbuu3qnhv	"The Role of Restrictiveness of Use in Determining Ethical and Legal Awareness of Unauthorized File Sharing."
"Knowledge sourcing strategy (KSS) is regarded as a key determinant of successful Knowledge Management (KM). However, prior research on how KSSs can improve firm performance has produced inconsistent results. This may be due to inadequate consideration of complementary and substitutable relationships in KSSs. Whereas previous studies have assessed the impact of individual KSS on firm performance, in practice firms adopt several different KSSs simultaneously. Drawing on the Knowledge-based View (KBV) and the complementarity theory, this study investigates the impact of multiple KSSs, in terms of sourcing type and origin, to develop three sets of hypotheses on complementarity and substitutability. Survey data collected from 372 firms in Korea are analyzed to test the hypotheses using the supermodularity and submodularity functions. The results confirm complementary relationships between system- and external-oriented, between person- and internal-oriented, and among system-, person-, and internal-oriented strategies, as well as substitutable relationships between person- and external-oriented strategies. Interestingly, different knowledge sourcing patterns between knowledge intensive and non-knowledge intensive environments are revealed. This study expands KM research by developing a new conceptual framework of KSSs and employing advanced analytical approaches to explore the relationships between KSSs and firm performance. It also offers valuable practical suggestions for managers in selecting successful combinations of KSSs using a judicious combination of system- and external-oriented, of person- and internal-oriented, or of system-, person-, and internal-oriented strategies."	skb446xlh5	"Complementarities and Substitutabilities Among Knowledge Sourcing Strategies and Their Impact on Firm Performance."
"Until recently, the shortage of rigorous empirical studies has been attributed as the main cause of inadequate policy guidance in enhancing <mark>information</mark> and communications <mark>technology</mark> (ICT) and the largely underdeveloped ICT in Sub-Saharan Africa (SSA). While recently there is an increasing number of national initiatives to enhance broadband infrastructure in SSA, there is also a need for evidence-based decision-making with respect to the relationship between internet usage and economic well-being in Africa to reposition the continent for increased digital dividends. This study, therefore, examines the effect of internet usage on economic well-being for 45 SSA countries for the period 1995-2015 using panel fully modified least square (FMOLS) and panel dynamic ordinary least square (DOLS), and within a panel causality analysis. The panel FMOLS and panel DOLS analyses show that internet usage has a significant and positive effect on economic well-being. The panel causality analysis shows that there is bi-directional causality between internet usage and economic well-being in the short and long run, meaning that internet usage plays significant roles in increasing economic well-being, and economic well-being also plays significant roles in the expansion of internet usage both in the short and long run. Interestingly, the study shows that internet scams have a significant and negative effect on economic well-being, meaning that growing internet scams lead to lower economic well-being in SSA."	ejxhy5m6gj	"Repositioning for Increased Digital Dividends: Internet Usage and Economic Well-being in Sub-Saharan Africa."
"针对具有已知扫描周期特性的辐射源无源定位问题,该文提出一种基于主瓣到达角(DOA)和扫描截获时间差(TDOI)的联合定位体制.通过对其定位误差的克拉美-罗下限(CRLB)推导,给出了联合定位体制的性能与DOA和信号截获时间(TOI)观测量的等效测角噪声功率比的关系.为了利用非线性联合观测量确定扫描辐射源的位置,通过将TDOI观测量转换成等效DOA观测量,给出一种加权伪线性最小二乘(WPLS)定位方法;为消除观测矩阵相关噪声导致的WPLS估计偏差,提出了一种加权辅助变量(WIV)定位方法,算法复杂度约为WPLS算法的2倍.仿真结果表明,WIV方法的定位误差在辐射源单个扫描周期内即可达到CRLB,定位性能与极大似然(ML)定位方法相当;随着观测次数的增多,WIV方法可以渐近达到无偏估计."	ceq5itfxsr	"基于DOA和TDOI的主瓣扫描辐射源定位方法"
"This article examines how traditional and Internet resources are related to three online modes of political participation (contact, donation, and petition) in Spain. Using a Heckman selection model, we find that traditional resources are more important in predicting access to the Internet than online participation. Among Internet users, traditional resources are irrelevant for predicting participation, while online resources are important to understanding who participates online. We also find that the effects of resources are not the same for all modes of participation and that some characteristics of the political system may shape the effects of resources on online participation."	kh4w6covsb	"Online Political Participation in Spain: The Impact of Traditional and Internet Resources."
"The immense strides in efficiency that have been very important for the economic growth of the countries have been attributed to rapid technological advances. While the private sector has taken on a path of exponential growth, the non-profit world has exhibited varied levels of efficiency. The present paper addresses the question of whether lack of uniform improvement in the efficiency of non-profit organizations (NPO-s) can be attributed to the difference in levels of <mark>technology</mark> usage among them. The level of <mark>technology</mark> usage is determined by measuring how proactive NPO-s are in adopting new <mark>technology</mark> and the hypothesis being tested is that early adoption translates into increased efficiency. This paper finds that in addition to other factors such as geographic location and sector of operation, the tendency to adopt new <mark>technology</mark> improves efficiency of a NPO significantly."	jfp5urbowr	"European Integration Process of Albania and the Effect of <mark>Technology</mark> on Non-Profit Organization Efficiency."
"Websites offer an unobtrusive data source for developing and analyzing <mark>information</mark> about various types of social science phenomena. In this paper, we provide a methodological resource for social scientists looking to expand their toolkit using unstructured web-based text, and in particular, with the Wayback Machine, to access historical website data. After providing a literature review of existing research that uses the Wayback Machine, we put forward a step-by-step description of how the analyst can design a research project using archived websites. We draw on the example of a project that analyzes indicators of innovation activities and strategies in 300 U.S. small- and medium-sized enterprises in green goods industries. We present six steps to access historical Wayback website data: (a) sampling, (b) organizing and defining the boundaries of the web crawl, (c) crawling, (d) website <mark>variable</mark> operationalization, (e) integration with other data sources, and (f) analysis. Although our examples draw on specific types of firms in green goods industries, the method can be generalized to other areas of research. In discussing the limitations and benefits of using the Wayback Machine, we note that both machine and human effort are essential to developing a high-quality data set from archived web <mark>information</mark>."	m4o5lz5tvj	"Using the wayback machine to mine websites in the social sciences: A methodological resource."
"Social influence has a great impact on human behavior, which has been widely investigated in various research fields. Even so, it has rarely been investigated in the online health community. In this paper, we focus on the multichannel access in online health communities, defining social influence as the average degree of multichannel access to a physician's colleagues. Based on the multinomial logistic regression model, we examined the direct effects of social influence and patients' rating to multichannel access. In addition, we explored the moderating effect of social influence on the relationship between patients' rating and multichannel access in online health communities. The results of the experiment and robustness testing support the propositions that social influence and patients' rating significantly and positively affect multichannel access in an online health community. The moderating effect of social influence is negative and significantly influences the accessible channels provided by the focal physician. This research contributes to the literature concerning online health communities, social influence, and multichannel access; it also has practical implications."	6fa2nmnvwj	"Exploring the Social Influence of Multichannel Access in an Online Health Community."
"Despite the evolving literature on the development benefits of mobile phones, we still know very little about factors that influence their adoption. Using 25 policy variables, we investigate determinants of mobile phone penetration in 49 Sub-Saharan African countries with data for the period 2000-2012. The empirical evidence is based on contemporary and non-contemporary OLS, Fixed Effects, System GMM, and Quantile Regression techniques. The determinants are classified into six policy categories. They are: (i) macroeconomic, (ii) business/bank, (iii) market-related, (iv) knowledge economy, (v) external flows, and (vi) human development. Results are presented in terms of threshold and non-threshold effects. The former has three main implications. &lt;italic&gt;First&lt;/italic&gt;, there are increasing positive benefits in regulation quality, human development, foreign investment, education, urban population density, and Internet penetration. &lt;italic&gt;Second&lt;/italic&gt;, there is evidence of decreasing positive effects from patent applications. &lt;italic&gt;Third&lt;/italic&gt;, increasing damaging influences are established for foreign aid and return on equity. Non-threshold tendencies are discussed. Policy implications are also covered with emphasis on policy syndromes to enhance more targeted implications for worst-performing nations."	wbakfc7eab	"Determinants of Mobile Phone Penetration: Panel Threshold Evidence from Sub-Saharan Africa."
"In this paper, we study the differential influence of online user-generated content (UGC), specifically blogs, across the multiple stages of decision making of venture capitalists: screening stage, choice stage, and contract stage. We conjecture that, first, blogs are influential at the screening stage; second, after the screening stage, blogs are noninfluential since decision makers evaluate entities closely at later stages; third, blogs increase the interest from multiple decision makers which in turn increases the cost of the deal for a decision maker. This empirical investigation provides support for the hypotheses, which we tested for funding decisions by venture capitalists in information technology ventures. In particular, this study indicates that blogs can help managers in getting their products/services selected at the screening stage, but, beyond that, blogs do not help directly. However, since more decision makers screen products/services that receive blog coverage, the competition among decision makers helps managers in negotiating better contract terms. We advance the boundary of existing studies on the influence of UGC from single stage process to multiple stages."	blyyxel5p5	"DIFFERENTIAL INFLUENCE OF BLOGS ACROSS DIFFERENT STAGES OF DECISION MAKING: THE CASE OF VENTURE CAPITALISTS."
"Does information technology outsourcing reduce non-IT operating costs? This study examines this question and also asks whether internal IT investments moderate the relationship between IT outsourcing and non-IT operating costs. Using a panel data set of approximately 300 U.S. firms from 1999 to 2003, we find that IT outsourcing has a significant negative association with firms' non-IT operating costs. However, this finding does not imply that firms should completely outsource their entire IT function. Our results suggest that firms benefit more in terms of reduction in non-IT operating costs when they also have higher levels of complementary investments in internal IT, especially IT labor. Investments in internal IT systems can make business processes more amenable to outsourcing, and complementary investments in internal IT staff can facilitate monitoring of vendor performance and coordination with vendors. We discuss the implications of these findings for further research and for practice."	fma7iw3qpr	"INFORMATION TECHNOLOGY OUTSOURCING AND NON-IT OPERATING COSTS: AN EMPIRICAL INVESTIGATION."
"The paper presents research on the diffusion of the iPhone 3G smartphone across peer communities and analyze data from a major European Mobile carrier to identify potential correlation between adoption of the iPhone and unobserved subscriber heterogeneity. It presents evidence of peer influence on the adoption of subscribers to iPhone 3Gs sold by the carrier, including controls on variables including gender, previous adoption of mobile Internet data plans, and regional heterogeneity. It concludes by suggesting that peer influence affects the adoption of iPhone 3G smartphones and offers considerations for traditional marketing strategies and viral marketing."	ytnjd27on5	"PEER INFLUENCE IN THE DIFFUSION OF IPHONE 3G OVER A LARGE SOCIAL NETWORK."
"Reviews and product recommendations at online stores enable customers to readily evaluate alternative products prior to purchase. In this context, firms generate recommendations referring customers to a wider variety of products. They also display customer-generated online reviews in order to facilitate evaluation of those recommended products. This study integrates these two IT artifacts to investigate consumer choice vis-à-vis competing products. We use a dataset we collected from Amazon.com consisting of books, sales ranks, recommendations, reviews, and reviewers. We derive the granular impact of reviews, product referrals, and reviewer opinions on product sale dynamics within a competitive market using comprehensive econometric analyses."	yf54dvevof	"KNOW YOURSELF AND KNOW YOUR ENEMY: AN ANALYSIS OF FIRM RECOMMENDATIONS AND CONSUMER REVIEWS IN A COMPETITIVE ENVIRONMENT."
"Motivated by the growing importance of social media, this paper examines the relationship between new media, old media, and sales in the context of the music industry. In particular, we study the interplay between blog buzz, radio play, and music sales at both the album and song levels of analysis. We employ the panel vector autoregression (PVAR) methodology, an extension of vector autoregression to panel data. We find that radio play is consistently and positively related to future sales at both the song and album levels. Blog buzz, however, is not related to album sales and negatively related to song sales, suggesting that sales displacement due to free online sampling dominates any positive word-of-mouth effects of song buzz on sales. Further, the negative relationship between song buzz and sales is stronger for niche music relative to mainstream music, and for less popular songs within albums. We discuss the implications of these results for both research and practice regarding the role of new media in the music industry."	kahsppz7cj	"SOCIAL MEDIA, TRADITIONAL MEDIA, AND MUSIC SALES."
"This paper examines the effect of the freemium strategy on Google Play, an online marketplace for Android mobile applications. By analyzing a large panel data set consisting of 711 ranked mobile apps, we found that the freemium strategy is positively associated with increased sales of the paid mobile apps. Positive trial experience as represented by high review rating of the free version of a mobile app leads to higher sales of its paid version, whereas high visibility of the free version of a mobile app as represented by its product rank does not have a significant impact on the sales of its paid version. This finding suggests that although offering a free trial version is a viable way to improve the visibility of a mobile app, offering a quality free app is more important in boosting sales of the paid app. Moreover, we found that the impact of review rating is reduced when the free version is offered, or when the mobile app is a hedonic app, because consumers have the ability to experience the app themselves before purchase. These findings extend understanding of the freemium business model to include a market characterized by simultaneous intramarket competition for both the freemium and paid products and demonstrate how such dynamics may influence sales of the paid products."	4k3joxqivj	"Effects of Freemium Strategy in the Mobile App Market: An Empirical Study of Google Play."
"While profitable business models elude many virtual worlds, sales of virtual products are a potentially lucrative source of revenue. One new addition to this strategy is virtual gifting, whereby users purchase virtual products to give to other users. The monetary value of such virtual good transactions is economically significant but no prior study has examined this phenomenon in a strictly virtual context. We apply theory from the economics literature to examine gifting behavior in a virtual world in which users' social status is reflected in observable social connections (friendships) and interactions (personal messages). We find strong evidence that gifting is associated with future enhancements of the gift giver's social status, consistent with a social status-seeking motivation, thus confirming a theorized behavior that is difficult to study in the real world. Our study has implications for system proprietors and managers because we show that gift giving increases system use continuance. We identify various antecedents of gift giving, which may assist a manager in identifying users who are most inclined to give gifts and enable the manager to signal the social exchange benefits to users as a way of improving their social connections."	yndoilmikz	"Gifting and Status in Virtual Worlds."
"Product sales via sponsored keyword advertising on search engines rely on an effective selection of keywords that describe the offerings. In this study, we consider both the direct sales of the advertised products and indirect sales (i.e., cross-selling) of other products, and examine how specific keywords and general keywords influence these two types of sales differently. We also examine how the cross-selling effects may vary across different types of products (main products and accessories). Our results suggest that the use of specific keywords leans toward improving the direct sales of advertised products, while the use of general keywords leans toward improving the indirect sales of other products. The contribution of keywords to indirect sales is influenced by product type. For main products, the use of specific keywords generates a higher marginal contribution to indirect sales than that of general keywords. For accessory products, the use of general keywords generates a higher marginal contribution to indirect sales than that of specific keywords. The key implication of this study is that sellers focusing on different types of sales (direct or indirect sales) or products (main or accessory products) should consider using different types of keywords in search engine advertising to drive sales."	ba3m33lcqf	"Differential Effects of Keyword Selection in Search Engine Advertising on Direct and Indirect Sales."
"Giving away trial software is a common practice for software developers to maximize the exposure of their products to potential consumers and to minimize the consumers' uncertainty about software quality. There are two types of free trials: (1) freeware, which consists of very basic features of focal software without a time lock, and (2) trialware, which has the full functionality of focal software with a time lock. In this paper, we study what factors make some free-trial software attract more potential adopters than others. Our empirical model under the traditional Bass-type diffusion examines the effects of the different types of free-trial software and ratings on consumer software sampling and reveals the dynamics of sampling over time. Using free-trial software downloading data on Download.com, we observe that the consumer software sampling process can be described by the theory of <mark>information</mark> diffusion. We find that user ratings affect sampling performance positively and that third-party ratings need to be positive to be effective. Finally, our results do not show any discernible differences between freeware and trialware with regard to their impact on sampling performance. This study contributes to the understanding of software free-trial practice from the perspective of consumer sampling growth of different types of free trials. Our findings can help design free-trial strategies to extrapolate the extent of consumer awareness of focal software and effectively convey its quality <mark>information</mark> to potential customers."	btik65dldb	"Effects of Different Types of Free Trials and Ratings in Sampling of Consumer Software: An Empirical Study."
"This study investigates the development and sustainability of a firm's <mark>information</mark> technology (IT) capability reputation from an IT executive's standpoint. Building on institutional theory, we argue that IT executives will try to achieve external legitimacy (i.e., project an image of superior IT capability to external stakeholders) in the hope that the top <mark>management</mark> team and board members will reciprocate by elevating the internal legitimacy of IT executives. Firms that develop such a culture of reciprocity with their IT executives are more likely to sustain their IT capability reputation. Econometric results based on panel data for 1,326 large U.S. firms from a wide spectrum of industries over a 13-year period (1997-2009) validate these predictions. More specifically, we find that IT executives with greater structural power (e.g., higher job titles) or IT-related expert power (e.g., IT-related education or experience) are more likely to attract public recognition for their firm's IT capability. Firms that build such an IT capability reputation are more likely to promote their IT executives, and IT executives who are promoted are more likely to stay longer with their firms. This continuity in IT strategic leadership is positively associated with the firm's ability to sustain its IT capability reputation. Our findings have important practical implications related to a firm's IT reputation strategy as well as the motivation and career of IT executives. Firms wanting to develop and sustain their IT capability reputation would do well to foster the creation of a cycle of positive reciprocity with their IT executives. IT executives hoping to increase their power within their firm's top <mark>management</mark> team and improve the legitimacy of the firm's IT organization need to project an image of IT superiority to external stakeholders."	tnadlkku3r	"Sustainability of a Firm's Reputation for <mark>Information</mark> Technology Capability: The Role of Senior IT Executives."
"Challenging conventional wisdom, we unravel three paradoxes of word of mouth (WOM) in e-commerce. Specifically,the WOM valence paradoxcontends that higher WOM valence of a product results in a larger subsequent decrease in the WOM valence of the product,the WOM volume paradoxpropounds that higher WOM volume of a product results in a smaller subsequent increase in the WOM volume of the product, andthe WOM spillover paradoxproposes that an improvement in the WOM of a product also improves the WOM of connected products in a product network. These paradoxes caution online retailers that superior WOM may at times backfire and not boost further sales. Drawing theoretical support from expectation-confirmation theory and network theory, we collect data from China’s largest business-to-consumer platform, Tmall.com, and use linear panel data models to examine WOM evolution in a product network, controlling for relevant factors at the individual product, product network, and time unit levels. Importantly, we base our identification strategies on the use of <mark>instrumental</mark> variables and the difference-in-differences estimation approach. Numerous statistical checks confirm the robustness and consistency of our findings. We contribute to a much richer theoretical understanding of WOM, by extending the applicability of expectation-confirmation theory and network theory to novel predictions and contexts, adding a dynamic perspective, unveiling three important WOM paradoxes, and offering practical insights."	jty3dsvud5	"The Paradoxes of Word of Mouth in Electronic Commerce."
"Recent years have witnessed an unprecedented explosion in <mark>information</mark> technology that enables dynamic diffusion of user-generated content in social networks. Online videos, in particular, have changed the landscape of marketing and entertainment, competing with premium content and spurring business innovations. In the present study, we examine how learning and network effects drive the diffusion of online videos. While learning happens through informational externalities, network effects are direct payoff externalities. Using a unique data set from YouTube, we empirically identify learning and network effects separately, and find that both mechanisms have statistically and economically significant effects on video views; furthermore, the mechanism that dominates depends on the video type. Specifically, although learning primarily drives the popularity of quality-oriented content, network effects also make it possible for attention-grabbing content to go viral. Theoretically, we show that, unlike the diffusion of movies, it is the combination of both learning and network effects that generate the multiplier effect for the diffusion of online videos. From a managerial perspective, providers can adopt different strategies to promote their videos accordingly, that is, signaling the quality or featuring the viewer base depending on the video type. Our results also suggest that YouTube can play a much greater role in encouraging the creation of original content by leveraging the multiplier effect."	julasxix7n	"Two Formulas for Success in Social Media: Learning and Network Effects."
"Advances in <mark>information</mark> technology bring changes to the nature of work by facilitating companies to go beyond the wisdom of their workforce and tap into the “wisdom of the crowd” via online crowdsourcing contests. In these contests, active and motivated individuals collaborate in the form of self-organized teams that compete for rewards. Using a rich data set of 732 teams in 52 contests collected from the crowdsourcing platform, Kaggle.com, from its launch in April 2010 to July 2012, we studied how the allocation of members’ social and intellectual capital within a virtual team affects team performance in online crowdsourcing contests. Our econometric analysis uses a rank-ordered logistic regression model, and suggests that the effect of a member’s social and intellectual capital on team performance varies depending on his or her roles. Though a team leader’s social capital and a team expert’s intellectual capital significantly influence team performance, a team leader’s intellectual capital and a team expert’s social capital do not. Further, we found that the alignment of a member’s social and intellectual capital within a team has a significant influence on team performance. Moreover, the intensity of the competition moderates the impact. When a contest is highly competitive, the social and intellectual capital alignment negatively affects team performance, and when the competitive intensity is low, this alignment positively affects team performance. Our findings provide insights into improving performance in team-based competitions in crowdsourcing communities."	pm65gr2zwr	"Task Division for Team Success in Crowdsourcing Contests: Resource Allocation and Alignment Effects."
"We study how the knowledge that software developers receive from other software developers in their company impacts their performance. We also study the boundary conditions of this relationship. The results of our empirical study indicate that receiving knowledge from other software developers in the company is positively related to the performance of the knowledge-receiving software developers. Moreover, this relationship was stronger when the software developers had high rather than low task autonomy, when they had high- rather than low-quality social exchanges with their supervisors, and when the software development firms used formal knowledge utilization processes. Theoretically, these results contribute to a better understanding of the processes through which software developers utilize the knowledge that they receive from their peers in the firm. Practically, they show software development firms how emphasizing the task, social, and institutional dimensions of the software development process can help them increase knowledge utilization and performance in software development."	kx2bhl5yfn	"Contextualized Relationship Between Knowledge Sharing and Performance in Software Development."
"Motivated by the wide dispersion in the returns on the use of <mark>information</mark> technology (IT) across industries, we conduct an industry-level examination of IT return and risk, focusing on the moderating role of industry competition, regulation, and technological change. We address the following research questions: What is the impact of IT investment on the return and risk dimensions of industry financial performance? How do industry characteristics moderate the relationship between IT investment and industry performance? Our analysis of these questions finds that higher levels of industry competition are associated with higher IT productivity (contribution of IT to value-added output), lower IT profitability (contribution of IT to industry average return on assets [ROA]), and higher IT risk (contribution of IT to ex ante variability of ROA). This is consistent with the notion that competition induces riskier IT investments, despite the fact that returns tend to be competed away. Higher levels of industry regulation are associated with lower IT returns in both productivity and profitability, but also lower IT risk. Finally, a higher rate of technological change induces both higher IT returns and higher IT risk. A variety of tests indicate that our results are robust. Our results shed light on factors that drive variation in IT performance across industries, and provide useful industry-level performance benchmarks of the return and risk impacts of IT investments."	rfkl2o6myv	"Industry-Level Analysis of <mark>Information</mark> Technology Return and Risk: What Explains the Variation?"
"Recent work has shown that a firm's plural sourcing strategy, which determines how much it chooses to make versus how much it chooses to buy, requires consideration of the complementarities and constraints that affect the differential advantages of making and buying. Elaborating on this perspective, we theorize how (<mark>mis</mark>)fit between a firm's plural sourcing strategy of simultaneously making and buying and its development of information technology (IT) enabled interfirm and intrafirm process integration capabilities influences firm performance in deregulated markets. We position our theory development and empirical tests in the context of the power-generation segment of the U.S. electric utility industry (EUI), an asset-intensive industry that has been deregulated to promote the separation of key value chain activities (i.e., generation, transmission, and distribution) and the development of wholesale energy markets. We draw on the transaction cost economics, coordination costs, and IT capabilities perspectives to theorize that a firm achieves fit (realizing performance benefits) by increasing market sourcing intensity (MSI)—or, how much it buys relative to how much it makes— and developing IT-enabled interfirm process integration capability for external coordination with the market, or misfit (realizing performance penalties) by increasing MSI and developing IT-enabled intrafirm process integration capability for coordinating internal production. We collated data from archival sources for 342 utility firms in the power-generation segment to construct a panel dataset for the period 1994-2004 on (1) firms' MSI from wholesale electricity markets, (2) firms' IT investment decisions to develop interfirm and intrafirm process integration capabilities, (3) measures of firm performance, and (4) several control variables related to exogenous shocks (i.e., regulatory change, oil crisis), region of operation, and firm-level factors. Our results suggest that fit between MSI and the development of IT-enabled interfirm process integration capability improves firm profitability, assessed by return on assets, and misfit between MSI and the development of IT-enabled intrafirm process integration capability extracts penalties in firm profitability. We also find evidence that fit between MSI and the development of IT-enabled interfirm process integration capability improves market valuation, assessed by Tobin's Q, and asset turnover, assessed by operating revenue/total assets. We discuss the implications of our findings for the development of IT capabilities to accompany a firm's plural sourcing strategy and the literature on IT business value."	6fg5a2g7wf	"FIT AND MISFIT OF PLURAL SOURCING STRATEGIES AND IT-ENABLED PROCESS INTEGRATION CAPABILITIES: CONSEQUENCES OF FIRM PERFORMANCE IN THE U.S. ELECTRIC UTILITY INDUSTRY."
"This article investigates software process diversity, defined as the project condition arising out of the simultaneous use of multiple software development process frameworks within a single project. Software process diversity is conceptualized as the response of a project team to such contingencies as requirements volatility, design and technological novelty, customer involvement, and the level of organizational process compliance enforced on the project. Moreover, we conceptualize that the degree of fit (or match) between a project's software process diversity and the level of process compliance enforced on the project impacts overall project performance. This conceptualization was empirically tested by utilizing data collected from 410 large commercial software projects of a multinational firm. The results show that higher levels of requirements volatility, design and technological novelty, and customer involvement increased software process diversity within a project. However, software process diversity decreased relative to increases in the level of process compliance enforced on the project. A higher degree of fit between the process diversity and process compliance of a project, rather than the effects of those variables independently, was found to be significantly associated with a higher level of project performance, as measured in terms of project productivity and software quality. These results indicate that increasing software process diversity in response to project-level contingencies improves project performance only when there is a concomitant increase in organizational process compliance efforts. The implications of these results for research are discussed and prescriptive guidelines derived to manage the fit between process diversity and process compliance for improving software project performance."	a25htkyeff	"SOFTWARE PROCESS DIVERSITY: CONCEPTUALIZATION, MEASUREMENT, AND ANALYSIS OF IMPACT ON PROJECT PERFORMANCE."
"This paper resumes the discussion in information systems research on the use of partial least squares (PLS) path modeling and shows that the inconsistency of PLS path coefficient estimates in the case of reflective measurement can have adverse consequences for hypothesis testing. To remedy this, the study introduces a vital extension of PLS: consistent PLS (PLSc). PLSc provides a correction for estimates when PLS is applied to reflective constructs: The path coefficients, inter-construct correlations, and indicator loadings become consistent. The outcome of a Monte Carlo simulation reveals that the bias of PLSc parameter estimates is comparable to that of covariance-based structural equation modeling. Moreover, the outcome shows that PLSc has advantages when using non-normally distributed data. We discuss the implications for IS research and provide guidelines for choosing among structural equation modeling techniques."	jwbqmxkj6z	"CONSISTENT PARTIAL LEAST SQUARES PATH MODELING."
"Managers make informed information technology investment decisions when they are able to quantify how IT contributes to firm performance. While financial accounting measures inform IT's influence on retrospective firm performance, senior managers expect evidence of how IT influences prospective measures such as the firm's market value. We examine the efficacy of IT's influence on firm value combined with measures of financial performance for non-publicly traded (NPT) hospitals that lack conventional market-based measures. We gathered actual sale transactions for NPT hospitals in the United States to derive the q ratio, a measure of market value. Our findings indicate that the influence of IT investment on the firm is more pronounced and statistically significant on firm value than exclusively on the accounting performance measures. Specifically, we find that the impact of IT investment is not significant on return on assets (ROA) and operating income for the same set of hospitals. This research note contributes to research and practice by demonstrating that the overall impact of IT is better understood when accounting measures are complemented with the firm's market value. Such market valuation is also critical in merger and acquisition decisions, an activity that is likely to accelerate in the healthcare industry. Our findings provide hospitals, as well as other NPT firms, with insights into the impact of IT investment and a pragmatic approach to demonstrating IT's contribution to firm value."	o7sdmyu5hb	"DOES INFORMATION TECHNOLOGY INVESTMENT INFLUENCE A FIRM'S MARKET VALUE? A CASE OF NON-PUBLICLY TRADED HEALTHCARE FIRMS."
"Both theoretical and empirical evidence suggest that, in many markets with standards competition, network effects make the strong grow stronger and can \"tip\" the market toward a single, winner-take-all standard. We hypothesize, however, that low cost digital conversion technologies, which facilitate easy compatibility across competing standards, may reduce the strength of these network effects. We empirically test our hypotheses in the context of the digital flash memory card market. We first test for the presence of network effects in this market and find that network effects, as measured here, are associated with a significant positive price premium for leading flash memory card formats. We then find that the availability of digital converters reduces the price premium of the leading flash card formats and reduces the overall concentration in the flash memory market. Thus, our results suggest that, in the presence of low cost conversion technologies and digital content, the probability of market dominance can be lessened to the point where multiple, otherwise incompatible, standards are viable. Our conclusion that the presence of converters weakens network effects implies that producers of non-dominant digital goods standards benefit from the provision of conversion technology. Our analysis thus aids managers seeking to understand the impact of converters on market outcomes, and contributes to the existing literature on network effects by providing new insights into how conversion technologies can affect pricing strategies in these increasingly important digital settings."	anpqwjub3j	"STANDARDS COMPETITION IN THE PRESENCE OF DIGITAL CONVERSION TECHNOLOGY: AN EMPIRICAL ANALYSIS OF THE FLASH MEMORY CARD MARKET."
"It has been argued that platform technology owners cocreate business value with other firms in their platform ecosystems by encouraging complementary invention and exploiting indirect network effects. In this study, we examine whether participation in an ecosystem partnership improves the business performance of small independent software vendors (ISVs) in the enterprise software industry and how appropriability mechanisms influence the benefits of partnership. By analyzing the partnering activities and performance indicators of a sample of 1,210 small ISVs over the period 1996-2004, we find that joining a major platform owner's platform ecosystem is associated with an increase in sales and a greater likelihood of issuing an initial public offering(IPO). In addition, we show that these impacts are greater when ISVs have greater intellectual property rights or stronger downstream capabilities. This research highlights the value of interoperability between software products, and stresses that value cocreation and appropriation are not mutually exclusive strategies in interfirm collaboration."	jsbi2i4xtf	"COCREATION OF VALUE IN A PLATFORM ECOSYSTEM: THE CASE OF ENTERPRISE SOFTWARE."
"In this study, we focus on the factors that influence online innovation community members' continued participation in the context of open source software development (OSSD) communities. Prior <mark>research</mark> on continued participation in online communities has primarily focused on social interactions among members and benefits obtained from these interactions. However, members of these communities often play different roles, which have been examined extensively, albeit in a separate stream of <mark>research</mark>. This study attempts to bridge these two streams of <mark>research</mark> by investigating the joint influence of community response and members' roles on continued participation. We categorize OSSD community members into users and modifiers and empirically examine the differential effects of community response across these roles. By analyzing a longitudinal data set of activities in the discussion forums of more than 300 OSSD projects, we not only confirm the positive influence of community response on members' continued participation but also find that community response is more influential in driving the continuance behavior of users than that of modifiers. In addition, this <mark>research</mark> highlights the importance of modifiers, a key subgroup of OSSD participants that has been largely overlooked by prior <mark>research</mark>."	nwfkqteviz	"Continued Participation in Online Innovation Communities: Does Community Response Matter Equally for Everyone?"
